行政區,年,月,男,女,合計,年紀
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,49,152,201,89歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,49,109,158,8歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,35,134,169,90歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,45,121,166,91歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,24,114,138,92歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,10,82,92,93歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,31,41,72,94歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,33,69,102,95歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,14,72,86,96歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,1,36,37,97歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,0,5,5,98歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,0,40,40,99歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,89,51,140,9歲
